backdrop_path,id,imdb_id,original_language,original_title,overview,poster_path,release_date,runtime,title,video,vote_average,vote_count,year,decade,genres_list,production_companies_name_list,production_countries_list,production_companies_country_list,spoken_languages_list
/2LDz3KmQ83EggYIiTwLvrZwWdA5.jpg,445,tt0387898,fr,Caché,A married couple is terrorized by a series of videotapes planted on their front porch.,/fnuAk6Or34FLYQDnh7Et51UvSXK.jpg,2005-10-05,117,Caché,False,7.068,916,2005,2000,"['Mystery', 'Drama', 'Thriller']","['Les Films du Losange', 'wega film vienna', 'BIM Distribuzione', 'CNC', 'Filmstiftung Nordrhein-Westfalen', 'France 3 Cinéma', 'Eurimages', 'Bavaria Film', 'Filmfonds Wien', 'OFI', 'Canal+', 'StudioCanal', 'ARTE France Cinéma', 'WDR', 'ORF']","['AT', 'FR', 'DE', 'IT']","['FR', 'AT', 'IT', 'FR', 'DE', 'FR', 'FR', 'DE', '', 'AT', 'FR', 'FR', 'FR', 'DE', 'AT']",['fr']
/f16KEgTwVuEu7lieRzWIWGGbg3M.jpg,499,tt0055852,fr,Cléo de 5 à 7,"Agnès Varda eloquently captures Paris in the sixties with this real-time portrait of a singer set adrift in the city as she awaits test results of a biopsy. A chronicle of the minutes of one woman’s life, Cléo from 5 to 7 is a spirited mix of vivid vérité and melodrama, featuring a score by Michel Legrand and cameos by Jean-Luc Godard and Anna Karina.",/hvprnfDDRE4boZjH6x9xF9Q8NJV.jpg,1962-04-11,90,Cléo from 5 to 7,False,7.709,535,1962,1960,['Drama'],"['Rome Paris Films', 'Ciné-Tamaris']","['FR', 'IT']","['', 'FR']",['fr']
/dAHrR2Avzpdpii9RGRGglJqt0BU.jpg,537,tt0436445,fr,Je ne suis pas là pour être aimé,"Jean-Claude Delsart, a 50 years-old bailiff, with his worn-out smile and heart, abandoned a long time ago the idea that life could give him pleasures. Until the day, he dares to push the doors of a tango lesson...",/9nlF36ymCFTkss54lotmSSEmIaQ.jpg,2005-10-12,93,Not Here to Be Loved,False,6.8,21,2005,2000,"['Romance', 'Drama']","['Angoa-Agicoa', 'CNC', 'PROCIREP', 'TS Productions', 'Uni Etoile 2']",['FR'],"['FR', 'FR', 'FR', 'FR', '']","['fr', 'pt']"
/pnwI95K4pmYeM3LsMRTQYzvhvvO.jpg,570,tt0243255,fr,À ma soeur!,"Anaïs is twelve and bears the weight of the world on her shoulders. She watches her older sister, Elena, whom she both loves and hates. Elena is fifteen and devilishly beautiful. Neither more futile, nor more stupid than her younger sister, she cannot understand that she is merely an object of desire. And, as such, she can only be taken. Or had. Indeed, this is the subject: a girl's loss of virginity. And, that summer, it opens a door to tragedy.",/afzbY1h7huuxlITigPfcyQSkqLs.jpg,2001-03-07,86,Fat Girl,False,6.215,177,2001,2000,['Drama'],"['Urania Pictures', 'CB Films', 'Immagine e Cinema', 'CNC', 'Canal+', 'ARTE France Cinéma', 'Flach Film']","['FR', 'IT']","['IT', 'FR', 'IT', 'FR', 'FR', 'FR', 'FR']","['en', 'fr', 'it']"
/7Whw0upuev7c9hmOLXXM3ZqcVDQ.jpg,626,tt0020530,fr,Un chien andalou,"Un Chien Andalou is an European avant-garde surrealist film, a collaboration between director Luis Buñuel and Salvador Dali.",/obvE7ElAvCUhKtWFwDSvNbPw9PV.jpg,1929-06-05,16,Un Chien Andalou,False,7.505,1111,1929,1920,['Fantasy'],[],['FR'],[],['xx']
/2Ae0iV2HR3Raoras8G40MjBtJnn.jpg,648,tt0038348,fr,La Belle et la Bête,"The story of a gentle-hearted beast in love with a simple and beautiful girl. She is drawn to the repellent but strangely fascinating Beast, who tests her fidelity by giving her a key, telling her that if she doesn't return it to him by a specific time, he will die of grief. She is unable to return the key on time, but it is revealed that the Beast is the genuinely handsome one. A simple tale of tragic love that turns into a surreal vision of death, desire, and beauty.",/iYSe3yrkma0e1B0wWPXgr8w5sDN.jpg,1946-10-29,96,Beauty and the Beast,False,7.486,510,1946,1940,"['Drama', 'Fantasy', 'Romance']",['Andre Paulve Film'],['FR'],[''],['fr']
/9fJPLvrUV32MzpfDwXk7cOnj8hM.jpg,649,tt0061395,fr,Belle de jour,"Beautiful young housewife Séverine Serizy cannot reconcile her masochistic fantasies with her everyday life alongside dutiful husband Pierre. When her lovestruck friend Henri mentions a secretive high-class brothel run by Madame Anais, Séverine begins to work there during the day under the name Belle de Jour. But when one of her clients grows possessive, she must try to go back to her normal life.",/iUAFECovwPA0cVV9bo4uNGLJSGL.jpg,1967-05-24,101,Belle de Jour,False,7.417,734,1967,1960,"['Drama', 'Romance']","['Paris Films Productions', 'Five Films', 'Robert et Raymond Hakim']","['FR', 'IT']","['', 'IT', '']","['fr', 'mn', 'es']"
/qNbl3TFwxIm0fyFqQ1iRxzs4hb7.jpg,662,tt0056119,fr,La Jetée,A man is sent back and forth and in and out of time in an experiment that attempts to unravel the fate and the solution to the problems of a post-apocalyptic world during the aftermath of WW3. The experiment results in him getting caught up in a perpetual reminiscence of past events that are recreated on an airport’s viewing pier.,/tEmHd86DRbTTK7guyxSy7KwlgoI.jpg,1962-02-16,28,La Jetée,False,7.923,755,1962,1960,"['Romance', 'Science Fiction']","['Argos Films', 'Radio-Télévision Française']",['FR'],"['FR', 'FR']","['de', 'en', 'fr']"
/l3N6BtcVwXp6rJAUOpcb8ooyE9c.jpg,690,tt0053168,fr,Pickpocket,"Michel takes up pickpocketing on a lark and is arrested soon after. His mother dies shortly after his release, and despite the objections of his only friend, Jacques, and his mother's neighbor Jeanne, Michel teams up with a couple of petty thieves in order to improve his craft. With a police inspector keeping an eye on him, Michel also tries to get a straight job, but the temptation to steal is hard to resist.",/75iNl1tEecG8DUA8nqhxsXkHpHb.jpg,1959-12-16,75,Pickpocket,False,7.335,420,1959,1950,"['Crime', 'Drama']",['Lux Compagnie Cinématographique de France'],['FR'],['FR'],['fr']
/5R7ZF32KZexcPWWftIZvEZJNH5A.jpg,760,tt0069747,fr,Les Aventures de Rabbi Jacob,"In this riot of frantic disguises and mistaken identities, Victor Pivert, a blustering, bigoted French factory owner, finds himself taken hostage by Slimane, an Arab rebel leader. The two dress up as rabbis as they try to elude not only assasins from Slimane's country, but also the police, who think Pivert is a murderer. Pivert ends up posing as Rabbi Jacob, a beloved figure who's returned to France for his first visit after 30 years in the United States. Adding to the confusion are Pivert's dentist-wife, who thinks her husband is leaving her for another woman, their daughter, who's about to get married, and a Parisian neighborhood filled with people eager to celebrate the return of Rabbi Jacob.",/oYuCFxS2BGCHNGuv9No0GoP2DZf.jpg,1973-10-17,100,The Mad Adventures of Rabbi Jacob,False,7.388,852,1973,1970,['Comedy'],"['Horse Film', 'Les Films Pomereu', 'Société Nouvelle de Cinématographie (SNC)']","['FR', 'IT']","['IT', '', 'FR']","['en', 'he', 'fr', 'yi']"
/w35oEmLCEjzHOqBjG5c3kLTaXEK.jpg,761,tt0074103,fr,L'Aile ou la Cuisse,"Charles Duchemin, a well-known gourmet and publisher of a famous restaurant guide, is waging a war against fast food entrepreneur Tri- catel to save the French art of cooking. After having agreed to appear on a talk show to show his skills in naming food and wine by taste, he is confronted with two disasters: his son wants to become a clown rather than a restaurant tester and he, the famous Charles Duchemin, has lost his taste!",/ywkIu5l3iAgPZvLFEVBDYxLouH8.jpg,1976-10-27,104,The Wing or the Thigh?,False,7.224,754,1976,1970,['Comedy'],"['Les Films Christian Fechner', 'TOBIS Film']",['FR'],"['FR', 'DE']",['fr']
/wNxy6Fqvjh0FsIuk7cgqNNq5PhP.jpg,774,tt0000010,fr,La Sortie de l'Usine Lumière à Lyon,"Working men and women leave through the main gate of the Lumière factory in Lyon, France. Filmed on 22 March 1895, it is often referred to as the first real motion picture ever made, although Louis Le Prince's 1888 Roundhay Garden Scene pre-dated it by seven years.  Three separate versions of this film exist, which differ from one another in numerous ways. The first version features a carriage drawn by one horse, while in the second version the carriage is drawn by two horses, and there is no carriage at all in the third version. The clothing style is also different between the three versions, demonstrating the different seasons in which each was filmed. This film was made in the 35 mm format with an aspect ratio of 1.33:1, and at a speed of 16 frames per second. At that rate, the 17 meters of film length provided a duration of 46 seconds, holding a total of 800 frames.",/cT2sefAXgEoICJUCEM6UfxXfuDM.jpg,1895-03-22,1,Workers Leaving the Lumière Factory,False,6.68,280,1895,1890,['Documentary'],['Lumière'],['FR'],[''],['xx']
/g67r1eiQD3ERSEQFCFkSn7TeGw5.jpg,775,tt0000417,fr,Le Voyage dans la Lune,"Professor Barbenfouillis and five of his colleagues from the Academy of Astronomy travel to the Moon aboard a rocket propelled by a giant cannon. Once on the lunar surface, the bold explorers face the many perils hidden in the caves of the mysterious planet.",/9o0v5LLFk51nyTBHZSre6OB37n2.jpg,1902-04-17,15,A Trip to the Moon,False,7.957,1513,1902,1900,"['Adventure', 'Science Fiction']",['Star-Film'],['FR'],['FR'],['xx']
/lxNG1eGsfY8yOeTSk66B5hrv6pZ.jpg,776,tt0031885,fr,La Règle du jeu,A weekend at a marquis’ country château lays bare some ugly truths about a group of haut bourgeois acquaintances.,/8JOzt7uFZyshcuzCBmYU6CDJL4D.jpg,1939-07-09,106,The Rules of the Game,False,7.592,478,1939,1930,"['Drama', 'Comedy', 'Romance']",['La Nouvelle Edition Francaise'],['FR'],[''],['fr']
/yNraM35Vsga5x54whRh7BvQ9afm.jpg,777,tt0028950,fr,La Grande Illusion,"A group of French soldiers, including the patrician Captain de Boeldieu and the working-class Lieutenant Maréchal, grapple with their own class differences after being captured and held in a World War I German prison camp. When the men are transferred to a high-security fortress, they must concoct a plan to escape beneath the watchful eye of aristocratic German officer von Rauffenstein, who has formed an unexpected bond with de Boeldieu.",/lWg41zE0FVixkNsFgxnlRyvDYv9.jpg,1937-06-04,114,Grand Illusion,False,7.842,573,1937,1930,"['Drama', 'History', 'War']","[""Réalisation d'Art Cinématographique""]",['FR'],['FR'],"['ru', 'de', 'fr', 'en']"
/qi7PmFSlCXVAwqlvdiN2ZrlxJGj.jpg,778,tt0046487,fr,Les vacances de Monsieur Hulot,"Monsieur Hulot, Jacques Tati’s endearing clown, takes a holiday at a seaside resort, where his presence provokes one catastrophe after another. Tati’s masterpiece of gentle slapstick is a series of effortlessly well-choreographed sight gags involving dogs, boats, and firecrackers; it was the first entry in the Hulot series and the film that launched its maker to international stardom.",/r4F4tsU0Ajeh9ZYUkWOJSYmioj7.jpg,1953-02-25,87,Monsieur Hulot's Holiday,False,6.988,371,1953,1950,['Comedy'],"['Cady', 'DisCina', 'Specta Films']",['FR'],"['', 'FR', '']","['en', 'fr']"
/A1mteOfKdvK5er2sD5i02Qw3CWz.jpg,780,tt0019254,fr,La Passion de Jeanne d'Arc,"A classic of the silent age, this film tells the story of the doomed but ultimately canonized 15th-century teenage warrior. On trial for claiming she'd spoken to God, Jeanne d'Arc is subjected to inhumane treatment and scare tactics at the hands of church court officials. Initially bullied into changing her story, Jeanne eventually opts for what she sees as the truth. Her punishment, a famously brutal execution, earns her perpetual martyrdom.",/8OYGtQlO8k9PcOm49apV62eVJQo.jpg,1928-04-21,82,The Passion of Joan of Arc,False,8.1,777,1928,1920,"['Drama', 'History']",['Société générale des films'],['FR'],['FR'],['xx']
/cnl95VtUon66J1PLRPpsgYgwHF7.jpg,803,tt0048434,fr,Nuit et Brouillard,Filmmaker Alain Resnais documents the atrocities behind the walls of Hitler's concentration camps.,/2iWYQia8enOai7QEO3TvenleD7r.jpg,1956-04-29,32,Night and Fog,False,8.242,398,1956,1950,"['History', 'Documentary', 'War']","['Cocinor', 'Cosmo Film']",['FR'],"['FR', 'DK']",['fr']
/oMpX8thZFDVZNS4j240HYSMMvyg.jpg,827,tt0046911,fr,Les Diaboliques,"The cruel and abusive headmaster of a boarding school, Michel Delassalle, is murdered by an unlikely duo -- his meek wife and the mistress he brazenly flaunts. The women become increasingly unhinged by a series of odd occurrences after Delassalle's corpse mysteriously disappears.",/pNcwhz3Eyfn3KQ2XykTozbARMpr.jpg,1955-01-29,117,Diabolique,False,7.879,799,1955,1950,"['Drama', 'Horror', 'Thriller']","['Véra Films', 'Filmsonor']",['FR'],"['FR', 'FR']","['en', 'fr']"
/ii6L97z4uzJ1vPTHOnpTgzkvrXs.jpg,892,tt0101700,fr,Delicatessen,"In a post-apocalyptic world, the residents of an apartment above the butcher shop receive an occasional delicacy of meat, something that is in low supply. A young man new in town falls in love with the butcher's daughter, which causes conflicts in her family, who need the young man for other business-related purposes.",/bq18nae4FBPGCB8B2ZhBAEyERjq.jpg,1991-04-17,99,Delicatessen,False,7.332,1222,1991,1990,"['Comedy', 'Science Fiction', 'Fantasy']","['Victoires Productions', 'Constellation', 'Hachette Première', 'Sofinergie Films', 'Sofinergie 2', 'Investimage 2', 'Fondation GAN pour le Cinéma', 'Union Générale Cinématographique (UGC)']",['FR'],"['', '', 'FR', '', '', '', 'FR', 'FR']",['fr']
